label,group,model_family,method_family,base_model_family,repo_id,status,snapshot_path,resolved_revision,num_siblings,error,notes
ChatGLM3-6B,mainstream_instruction_prescreen,mainstream_chat,chat_posttrain,chatglm3,THUDM/chatglm3-6b,available_or_downloaded,/Users/sam/.cache/huggingface/hub/models--THUDM--chatglm3-6b/snapshots/e9e0406d062cdb887444fe5bd546833920abd4ac,e9e0406d062cdb887444fe5bd546833920abd4ac,27,,official mainstream chat prescreen candidate; runtime likely requires trust_remote_code=True and may not follow the standard AutoModelForCausalLM path
